person,personLabel,father,fatherLabel,mother,motherLabel,spouse,spouseLabel,child,childLabel
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336671,Tarfah bint Abdullah Al Sheikh,http://www.wikidata.org/entity/Q6463718,Luluwah bint Abdul-Aziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336691,Lulua bint Salih Al Dakhil,http://www.wikidata.org/entity/Q6463718,Luluwah bint Abdul-Aziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q60040445,Munaiyirah,http://www.wikidata.org/entity/Q6463718,Luluwah bint Abdul-Aziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q205051,Hassa bint Ahmed Al Sudairi,http://www.wikidata.org/entity/Q6496091,Latifa bint Abdulaziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q1392056,Fahda bint Asi Al Shuraim,http://www.wikidata.org/entity/Q6496091,Latifa bint Abdulaziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q4704130,Al Jawhara bint Musaed Al Jiluwi,http://www.wikidata.org/entity/Q6496091,Latifa bint Abdulaziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q22690484,Haya bint Sa'ad Al Sudairi,http://www.wikidata.org/entity/Q6496091,Latifa bint Abdulaziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336657,Sharifa bint Saqr Al Fajri,http://www.wikidata.org/entity/Q6496091,Latifa bint Abdulaziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336660,Wadhah Bint Muhammad,http://www.wikidata.org/entity/Q6496091,Latifa bint Abdulaziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336667,Sarah bint Abdullah bin Faisal,http://www.wikidata.org/entity/Q6496091,Latifa bint Abdulaziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336671,Tarfah bint Abdullah Al Sheikh,http://www.wikidata.org/entity/Q6496091,Latifa bint Abdulaziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336691,Lulua bint Salih Al Dakhil,http://www.wikidata.org/entity/Q6496091,Latifa bint Abdulaziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q60040445,Munaiyirah,http://www.wikidata.org/entity/Q6496091,Latifa bint Abdulaziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q205051,Hassa bint Ahmed Al Sudairi,http://www.wikidata.org/entity/Q6745575,Mamdoh bin Abdulaziz
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q1392056,Fahda bint Asi Al Shuraim,http://www.wikidata.org/entity/Q6745575,Mamdoh bin Abdulaziz
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q4704130,Al Jawhara bint Musaed Al Jiluwi,http://www.wikidata.org/entity/Q6745575,Mamdoh bin Abdulaziz
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q22690484,Haya bint Sa'ad Al Sudairi,http://www.wikidata.org/entity/Q6745575,Mamdoh bin Abdulaziz
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336657,Sharifa bint Saqr Al Fajri,http://www.wikidata.org/entity/Q6745575,Mamdoh bin Abdulaziz
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336660,Wadhah Bint Muhammad,http://www.wikidata.org/entity/Q6745575,Mamdoh bin Abdulaziz
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336667,Sarah bint Abdullah bin Faisal,http://www.wikidata.org/entity/Q6745575,Mamdoh bin Abdulaziz
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336671,Tarfah bint Abdullah Al Sheikh,http://www.wikidata.org/entity/Q6745575,Mamdoh bin Abdulaziz
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336691,Lulua bint Salih Al Dakhil,http://www.wikidata.org/entity/Q6745575,Mamdoh bin Abdulaziz
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q60040445,Munaiyirah,http://www.wikidata.org/entity/Q6745575,Mamdoh bin Abdulaziz
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q205051,Hassa bint Ahmed Al Sudairi,http://www.wikidata.org/entity/Q6751859,Mansour bin Abdulaziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q1392056,Fahda bint Asi Al Shuraim,http://www.wikidata.org/entity/Q6751859,Mansour bin Abdulaziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q4704130,Al Jawhara bint Musaed Al Jiluwi,http://www.wikidata.org/entity/Q6751859,Mansour bin Abdulaziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q22690484,Haya bint Sa'ad Al Sudairi,http://www.wikidata.org/entity/Q6751859,Mansour bin Abdulaziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336657,Sharifa bint Saqr Al Fajri,http://www.wikidata.org/entity/Q6751859,Mansour bin Abdulaziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336660,Wadhah Bint Muhammad,http://www.wikidata.org/entity/Q6751859,Mansour bin Abdulaziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336667,Sarah bint Abdullah bin Faisal,http://www.wikidata.org/entity/Q6751859,Mansour bin Abdulaziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336671,Tarfah bint Abdullah Al Sheikh,http://www.wikidata.org/entity/Q6751859,Mansour bin Abdulaziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336691,Lulua bint Salih Al Dakhil,http://www.wikidata.org/entity/Q6751859,Mansour bin Abdulaziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q60040445,Munaiyirah,http://www.wikidata.org/entity/Q6751859,Mansour bin Abdulaziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q205051,Hassa bint Ahmed Al Sudairi,http://www.wikidata.org/entity/Q6967643,Nasser bin Abdulaziz
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q1392056,Fahda bint Asi Al Shuraim,http://www.wikidata.org/entity/Q6967643,Nasser bin Abdulaziz
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q4704130,Al Jawhara bint Musaed Al Jiluwi,http://www.wikidata.org/entity/Q6967643,Nasser bin Abdulaziz
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q22690484,Haya bint Sa'ad Al Sudairi,http://www.wikidata.org/entity/Q6967643,Nasser bin Abdulaziz
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336657,Sharifa bint Saqr Al Fajri,http://www.wikidata.org/entity/Q6967643,Nasser bin Abdulaziz
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336660,Wadhah Bint Muhammad,http://www.wikidata.org/entity/Q6967643,Nasser bin Abdulaziz
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336667,Sarah bint Abdullah bin Faisal,http://www.wikidata.org/entity/Q6967643,Nasser bin Abdulaziz
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336671,Tarfah bint Abdullah Al Sheikh,http://www.wikidata.org/entity/Q6967643,Nasser bin Abdulaziz
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336691,Lulua bint Salih Al Dakhil,http://www.wikidata.org/entity/Q6967643,Nasser bin Abdulaziz
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q60040445,Munaiyirah,http://www.wikidata.org/entity/Q6967643,Nasser bin Abdulaziz
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q205051,Hassa bint Ahmed Al Sudairi,http://www.wikidata.org/entity/Q6982977,Nawwaf bin Abdulaziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q1392056,Fahda bint Asi Al Shuraim,http://www.wikidata.org/entity/Q6982977,Nawwaf bin Abdulaziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q4704130,Al Jawhara bint Musaed Al Jiluwi,http://www.wikidata.org/entity/Q6982977,Nawwaf bin Abdulaziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q22690484,Haya bint Sa'ad Al Sudairi,http://www.wikidata.org/entity/Q6982977,Nawwaf bin Abdulaziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336657,Sharifa bint Saqr Al Fajri,http://www.wikidata.org/entity/Q6982977,Nawwaf bin Abdulaziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336660,Wadhah Bint Muhammad,http://www.wikidata.org/entity/Q6982977,Nawwaf bin Abdulaziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336667,Sarah bint Abdullah bin Faisal,http://www.wikidata.org/entity/Q6982977,Nawwaf bin Abdulaziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336671,Tarfah bint Abdullah Al Sheikh,http://www.wikidata.org/entity/Q6982977,Nawwaf bin Abdulaziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336691,Lulua bint Salih Al Dakhil,http://www.wikidata.org/entity/Q6982977,Nawwaf bin Abdulaziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q60040445,Munaiyirah,http://www.wikidata.org/entity/Q6982977,Nawwaf bin Abdulaziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q205051,Hassa bint Ahmed Al Sudairi,http://www.wikidata.org/entity/Q7395569,Saad bin Abdulaziz
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q1392056,Fahda bint Asi Al Shuraim,http://www.wikidata.org/entity/Q7395569,Saad bin Abdulaziz
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q4704130,Al Jawhara bint Musaed Al Jiluwi,http://www.wikidata.org/entity/Q7395569,Saad bin Abdulaziz
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q22690484,Haya bint Sa'ad Al Sudairi,http://www.wikidata.org/entity/Q7395569,Saad bin Abdulaziz
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336657,Sharifa bint Saqr Al Fajri,http://www.wikidata.org/entity/Q7395569,Saad bin Abdulaziz
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336660,Wadhah Bint Muhammad,http://www.wikidata.org/entity/Q7395569,Saad bin Abdulaziz
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336667,Sarah bint Abdullah bin Faisal,http://www.wikidata.org/entity/Q7395569,Saad bin Abdulaziz
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336671,Tarfah bint Abdullah Al Sheikh,http://www.wikidata.org/entity/Q7395569,Saad bin Abdulaziz
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336691,Lulua bint Salih Al Dakhil,http://www.wikidata.org/entity/Q7395569,Saad bin Abdulaziz
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q60040445,Munaiyirah,http://www.wikidata.org/entity/Q7395569,Saad bin Abdulaziz
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q205051,Hassa bint Ahmed Al Sudairi,http://www.wikidata.org/entity/Q7445959,Seeta bint Abdulaziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q1392056,Fahda bint Asi Al Shuraim,http://www.wikidata.org/entity/Q7445959,Seeta bint Abdulaziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q4704130,Al Jawhara bint Musaed Al Jiluwi,http://www.wikidata.org/entity/Q7445959,Seeta bint Abdulaziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q22690484,Haya bint Sa'ad Al Sudairi,http://www.wikidata.org/entity/Q7445959,Seeta bint Abdulaziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336657,Sharifa bint Saqr Al Fajri,http://www.wikidata.org/entity/Q7445959,Seeta bint Abdulaziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336660,Wadhah Bint Muhammad,http://www.wikidata.org/entity/Q7445959,Seeta bint Abdulaziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336667,Sarah bint Abdullah bin Faisal,http://www.wikidata.org/entity/Q7445959,Seeta bint Abdulaziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336671,Tarfah bint Abdullah Al Sheikh,http://www.wikidata.org/entity/Q7445959,Seeta bint Abdulaziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336691,Lulua bint Salih Al Dakhil,http://www.wikidata.org/entity/Q7445959,Seeta bint Abdulaziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q60040445,Munaiyirah,http://www.wikidata.org/entity/Q7445959,Seeta bint Abdulaziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q205051,Hassa bint Ahmed Al Sudairi,http://www.wikidata.org/entity/Q7636778,Sultana bint Abdul-Aziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q1392056,Fahda bint Asi Al Shuraim,http://www.wikidata.org/entity/Q7636778,Sultana bint Abdul-Aziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q4704130,Al Jawhara bint Musaed Al Jiluwi,http://www.wikidata.org/entity/Q7636778,Sultana bint Abdul-Aziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q22690484,Haya bint Sa'ad Al Sudairi,http://www.wikidata.org/entity/Q7636778,Sultana bint Abdul-Aziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336657,Sharifa bint Saqr Al Fajri,http://www.wikidata.org/entity/Q7636778,Sultana bint Abdul-Aziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336660,Wadhah Bint Muhammad,http://www.wikidata.org/entity/Q7636778,Sultana bint Abdul-Aziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336667,Sarah bint Abdullah bin Faisal,http://www.wikidata.org/entity/Q7636778,Sultana bint Abdul-Aziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336671,Tarfah bint Abdullah Al Sheikh,http://www.wikidata.org/entity/Q7636778,Sultana bint Abdul-Aziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q25336691,Lulua bint Salih Al Dakhil,http://www.wikidata.org/entity/Q7636778,Sultana bint Abdul-Aziz Al Saud
http://www.wikidata.org/entity/Q151509,Ibn Saud,http://www.wikidata.org/entity/Q317421,Abdul Rahman bin Faisal,http://www.wikidata.org/entity/Q25343562,Sarah Al Sudairi,http://www.wikidata.org/entity/Q60040445,Munaiyirah,http://www.wikidata.org/entity/Q7636778,Sultana bint Abdul-Aziz Al Saud
